total_dutchpay_amount,participants_count,participants_data,label
28200,8,"[{'deposit_amount': 3525.0, 'user_pk': 1, 'time_after_payment': 0.24094211675883864, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 2, 'time_after_payment': 0.03700530584093822, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 3, 'time_after_payment': 0.008284485115470582, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 4, 'time_after_payment': 0.4623581341646354, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 5, 'time_after_payment': 0.2949127434993497, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 6, 'time_after_payment': 0.18017518420133244, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 7, 'time_after_payment': 0.19914278674525343, 'is_name_present': 1}, {'deposit_amount': 3525.0, 'user_pk': 8, 'time_after_payment': 0.2959622327307047, 'is_name_present': 1}]",1
29000,7,"[{'deposit_amount': 4142.0, 'user_pk': 1, 'time_after_payment': 0.2492235599591642, 'is_name_present': 1}, {'deposit_amount': 4142.0, 'user_pk': 2, 'time_after_payment': 0.32190347639539363, 'is_name_present': 1}, {'deposit_amount': 4142.0, 'user_pk': 3, 'time_after_payment': 0.05855090711527258, 'is_name_present': 1}, {'deposit_amount': 6270.0, 'user_pk': 4, 'time_after_payment': 0.22164081593410923, 'is_name_present': 1}, {'deposit_amount': 4142.0, 'user_pk': 5, 'time_after_payment': 0.35007279748117115, 'is_name_present': 1}, {'deposit_amount': 4142.0, 'user_pk': 6, 'time_after_payment': 0.18178587601888238, 'is_name_present': 1}, {'deposit_amount': 2014.0, 'user_pk': 7, 'time_after_payment': 0.18857191022155392, 'is_name_present': 1}]",1
29700,4,"[{'deposit_amount': 7400.0, 'user_pk': 1, 'time_after_payment': 0.023651849205449323, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 2, 'time_after_payment': 0.12327279393326919, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 3, 'time_after_payment': 0.7175426696832735, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 4, 'time_after_payment': 0.3353257406187399, 'is_name_present': 1}]",1
31000,9,"[{'deposit_amount': 3400.0, 'user_pk': 1, 'time_after_payment': 0.1854493314685234, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 2, 'time_after_payment': 0.49734129149491346, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 3, 'time_after_payment': 0.0834291429354678, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 4, 'time_after_payment': 0.3594047183456356, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 5, 'time_after_payment': 0.052618822898202015, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 6, 'time_after_payment': 0.5201601657359227, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 7, 'time_after_payment': 0.23059319380828794, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 8, 'time_after_payment': 0.13456417825598344, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 9, 'time_after_payment': 0.09509374401004556, 'is_name_present': 1}]",1
32900,6,"[{'deposit_amount': 5400.0, 'user_pk': 1, 'time_after_payment': 0.002374206810627598, 'is_name_present': 1}, {'deposit_amount': 5400.0, 'user_pk': 2, 'time_after_payment': 0.4546407284500854, 'is_name_present': 0}, {'deposit_amount': 5400.0, 'user_pk': 3, 'time_after_payment': 0.04446826566433742, 'is_name_present': 1}, {'deposit_amount': 5400.0, 'user_pk': 4, 'time_after_payment': 0.05105520884047711, 'is_name_present': 1}, {'deposit_amount': 5400.0, 'user_pk': 5, 'time_after_payment': 0.2668238615802222, 'is_name_present': 1}, {'deposit_amount': 5400.0, 'user_pk': 6, 'time_after_payment': 0.618295034878178, 'is_name_present': 1}]",1
33700,4,"[{'deposit_amount': 8400.0, 'user_pk': 1, 'time_after_payment': 0.26247650822507623, 'is_name_present': 1}, {'deposit_amount': 8400.0, 'user_pk': 2, 'time_after_payment': 0.03807561314407831, 'is_name_present': 1}, {'deposit_amount': 8400.0, 'user_pk': 3, 'time_after_payment': 0.10003937176027325, 'is_name_present': 1}, {'deposit_amount': 8400.0, 'user_pk': 4, 'time_after_payment': 0.16507172855558017, 'is_name_present': 1}]",1
34000,18,"[{'deposit_amount': 3700.0, 'user_pk': 1, 'time_after_payment': 0.11264281655378733, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 2, 'time_after_payment': 0.16623843388224244, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 3, 'time_after_payment': 0.0453608143996312, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 4, 'time_after_payment': 0.5355822307132385, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 5, 'time_after_payment': 0.05035807161726617, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 6, 'time_after_payment': 0.11403345623447901, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 7, 'time_after_payment': 0.26455623343786067, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 8, 'time_after_payment': 0.2719447650664496, 'is_name_present': 1}, {'deposit_amount': 3700.0, 'user_pk': 9, 'time_after_payment': 0.01883779297903282, 'is_name_present': 1}, {'deposit_amount': 5303.0, 'user_pk': 1, 'time_after_payment': 0.37277916776166675, 'is_name_present': 1}, {'deposit_amount': 3777.0, 'user_pk': 2, 'time_after_payment': 0.008157496982495752, 'is_name_present': 1}, {'deposit_amount': 3777.0, 'user_pk': 3, 'time_after_payment': 0.17142908159130454, 'is_name_present': 1}, {'deposit_amount': 3777.0, 'user_pk': 4, 'time_after_payment': 0.259510828944412, 'is_name_present': 1}, {'deposit_amount': 3777.0, 'user_pk': 5, 'time_after_payment': 0.3737865514741424, 'is_name_present': 1}, {'deposit_amount': 3777.0, 'user_pk': 6, 'time_after_payment': 0.1283813288964078, 'is_name_present': 1}, {'deposit_amount': 3777.0, 'user_pk': 7, 'time_after_payment': 0.6626673212977922, 'is_name_present': 0}, {'deposit_amount': 3777.0, 'user_pk': 8, 'time_after_payment': 0.09879457963004523, 'is_name_present': 1}, {'deposit_amount': 2251.0, 'user_pk': 9, 'time_after_payment': 0.028890188446133083, 'is_name_present': 1}]",1
34600,10,"[{'deposit_amount': 3460.0, 'user_pk': 1, 'time_after_payment': 0.11502328989768815, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 2, 'time_after_payment': 0.3050302837419786, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 3, 'time_after_payment': 0.14215930357143008, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 4, 'time_after_payment': 0.2086608872772349, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 5, 'time_after_payment': 0.3373348858508298, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 6, 'time_after_payment': 0.4347859544376843, 'is_name_present': 0}, {'deposit_amount': 3460.0, 'user_pk': 7, 'time_after_payment': 0.4800396410425072, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 8, 'time_after_payment': 0.3012693258812685, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 9, 'time_after_payment': 0.4456564012643483, 'is_name_present': 1}, {'deposit_amount': 3460.0, 'user_pk': 10, 'time_after_payment': 0.3868464402991995, 'is_name_present': 1}]",1
34900,10,"[{'deposit_amount': 3400.0, 'user_pk': 1, 'time_after_payment': 0.03849475995774838, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 2, 'time_after_payment': 0.0853513010772865, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 3, 'time_after_payment': 0.4337918855503007, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 4, 'time_after_payment': 0.47101329833973804, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 5, 'time_after_payment': 0.2374304545598011, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 6, 'time_after_payment': 0.269344568364689, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 7, 'time_after_payment': 0.015087777743181867, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 8, 'time_after_payment': 0.5859427903456477, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 9, 'time_after_payment': 0.3500234870798501, 'is_name_present': 1}, {'deposit_amount': 3400.0, 'user_pk': 10, 'time_after_payment': 0.39376915231700704, 'is_name_present': 1}]",1
36800,7,"[{'deposit_amount': 5257.0, 'user_pk': 1, 'time_after_payment': 0.10670942049398209, 'is_name_present': 1}, {'deposit_amount': 5257.0, 'user_pk': 2, 'time_after_payment': 0.1795110849779781, 'is_name_present': 1}, {'deposit_amount': 5257.0, 'user_pk': 3, 'time_after_payment': 0.09394420344236265, 'is_name_present': 1}, {'deposit_amount': 7921.0, 'user_pk': 4, 'time_after_payment': 0.05564692508092475, 'is_name_present': 1}, {'deposit_amount': 5257.0, 'user_pk': 5, 'time_after_payment': 0.5310112554504569, 'is_name_present': 1}, {'deposit_amount': 5257.0, 'user_pk': 6, 'time_after_payment': 0.20604320459336095, 'is_name_present': 1}, {'deposit_amount': 2593.0, 'user_pk': 7, 'time_after_payment': 0.04438087842077626, 'is_name_present': 1}]",1
37000,14,"[{'deposit_amount': 6166.0, 'user_pk': 1, 'time_after_payment': 0.11443125098072197, 'is_name_present': 1}, {'deposit_amount': 6166.0, 'user_pk': 2, 'time_after_payment': 0.29573236827340676, 'is_name_present': 1}, {'deposit_amount': 6166.0, 'user_pk': 3, 'time_after_payment': 0.33825199526254845, 'is_name_present': 1}, {'deposit_amount': 6166.0, 'user_pk': 4, 'time_after_payment': 0.32963378312219416, 'is_name_present': 1}, {'deposit_amount': 6166.0, 'user_pk': 5, 'time_after_payment': 0.10574082214642427, 'is_name_present': 1}, {'deposit_amount': 6166.0, 'user_pk': 6, 'time_after_payment': 0.49449661450646604, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 1, 'time_after_payment': 0.0007078518227567775, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 2, 'time_after_payment': 0.1872745855010394, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 3, 'time_after_payment': 0.20874192789476442, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 4, 'time_after_payment': 0.19433515447630054, 'is_name_present': 1}, {'deposit_amount': 7400.0, 'user_pk': 5, 'time_after_payment': 0.614949843706174, 'is_name_present': 1}, {'deposit_amount': 12333.0, 'user_pk': 1, 'time_after_payment': 0.727499308484406, 'is_name_present': 1}, {'deposit_amount': 12333.0, 'user_pk': 2, 'time_after_payment': 0.05128999039470006, 'is_name_present': 1}, {'deposit_amount': 12333.0, 'user_pk': 3, 'time_after_payment': 0.30698624717948536, 'is_name_present': 1}]",1
38200,5,"[{'deposit_amount': 7640.0, 'user_pk': 1, 'time_after_payment': 0.6645400093275952, 'is_name_present': 1}, {'deposit_amount': 7640.0, 'user_pk': 2, 'time_after_payment': 0.16515071483126118, 'is_name_present': 1}, {'deposit_amount': 8618.0, 'user_pk': 3, 'time_after_payment': 0.2720504321966474, 'is_name_present': 1}, {'deposit_amount': 7640.0, 'user_pk': 4, 'time_after_payment': 0.14726397193548552, 'is_name_present': 1}, {'deposit_amount': 6662.0, 'user_pk': 5, 'time_after_payment': 0.6677271852805512, 'is_name_present': 1}]",1
38855,8,"[{'deposit_amount': 4856.0, 'user_pk': 1, 'time_after_payment': 0.6581303275547152, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 2, 'time_after_payment': 0.6245809932430235, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 3, 'time_after_payment': 0.7034101806592269, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 4, 'time_after_payment': 0.3115133189865891, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 5, 'time_after_payment': 0.23777723476524512, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 6, 'time_after_payment': 0.3705522041200708, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 7, 'time_after_payment': 0.3433508313250182, 'is_name_present': 1}, {'deposit_amount': 4856.0, 'user_pk': 8, 'time_after_payment': 0.1679284622196481, 'is_name_present': 1}]",1
41400,6,"[{'deposit_amount': 6900.0, 'user_pk': 1, 'time_after_payment': 0.06871826783093825, 'is_name_present': 1}, {'deposit_amount': 6900.0, 'user_pk': 2, 'time_after_payment': 0.02968638155127424, 'is_name_present': 1}, {'deposit_amount': 6900.0, 'user_pk': 3, 'time_after_payment': 0.0025443311769281084, 'is_name_present': 1}, {'deposit_amount': 6900.0, 'user_pk': 4, 'time_after_payment': 0.017535459523325775, 'is_name_present': 1}, {'deposit_amount': 6900.0, 'user_pk': 5, 'time_after_payment': 0.6322234879201881, 'is_name_present': 1}, {'deposit_amount': 6900.0, 'user_pk': 6, 'time_after_payment': 0.13691829179892478, 'is_name_present': 1}]",1
42200,8,"[{'deposit_amount': 5275.0, 'user_pk': 1, 'time_after_payment': 0.19075692850453002, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 2, 'time_after_payment': 0.027783617810927586, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 3, 'time_after_payment': 0.05423082813136398, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 4, 'time_after_payment': 0.30439842651682136, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 5, 'time_after_payment': 0.3223622068842752, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 6, 'time_after_payment': 0.3267605535730665, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 7, 'time_after_payment': 0.11713753651400996, 'is_name_present': 1}, {'deposit_amount': 5275.0, 'user_pk': 8, 'time_after_payment': 0.16437101052720554, 'is_name_present': 1}]",1
42400,6,"[{'deposit_amount': 7000.0, 'user_pk': 1, 'time_after_payment': 0.12522497349283163, 'is_name_present': 1}, {'deposit_amount': 7000.0, 'user_pk': 2, 'time_after_payment': 0.5164009329949251, 'is_name_present': 1}, {'deposit_amount': 7000.0, 'user_pk': 3, 'time_after_payment': 0.35562072458921845, 'is_name_present': 1}, {'deposit_amount': 7000.0, 'user_pk': 4, 'time_after_payment': 0.011514159958631203, 'is_name_present': 1}, {'deposit_amount': 7000.0, 'user_pk': 5, 'time_after_payment': 0.19837500805252403, 'is_name_present': 1}, {'deposit_amount': 7000.0, 'user_pk': 6, 'time_after_payment': 0.7138922237534505, 'is_name_present': 1}]",1
43000,2,"[{'deposit_amount': 21500.0, 'user_pk': 1, 'time_after_payment': 0.3796076852536993, 'is_name_present': 1}, {'deposit_amount': 21500.0, 'user_pk': 2, 'time_after_payment': 0.04773616804481307, 'is_name_present': 1}]",1
43053,7,"[{'deposit_amount': 6100.0, 'user_pk': 1, 'time_after_payment': 0.7012307787116918, 'is_name_present': 1}, {'deposit_amount': 6100.0, 'user_pk': 2, 'time_after_payment': 0.11077175107735633, 'is_name_present': 1}, {'deposit_amount': 6100.0, 'user_pk': 3, 'time_after_payment': 0.593574499974941, 'is_name_present': 1}, {'deposit_amount': 6100.0, 'user_pk': 4, 'time_after_payment': 0.31588951144606514, 'is_name_present': 1}, {'deposit_amount': 6100.0, 'user_pk': 5, 'time_after_payment': 0.2016247532394149, 'is_name_present': 1}, {'deposit_amount': 6100.0, 'user_pk': 6, 'time_after_payment': 0.10230453321716135, 'is_name_present': 1}, {'deposit_amount': 6100.0, 'user_pk': 7, 'time_after_payment': 0.011303800750308964, 'is_name_present': 1}]",1
44000,2,"[{'deposit_amount': 22000.0, 'user_pk': 1, 'time_after_payment': 0.050578373620837315, 'is_name_present': 1}, {'deposit_amount': 22000.0, 'user_pk': 2, 'time_after_payment': 0.20277451595760534, 'is_name_present': 1}]",1
44800,9,"[{'deposit_amount': 4977.0, 'user_pk': 1, 'time_after_payment': 0.09895613609912525, 'is_name_present': 1}, {'deposit_amount': 6274.0, 'user_pk': 2, 'time_after_payment': 0.029429937116016717, 'is_name_present': 1}, {'deposit_amount': 4977.0, 'user_pk': 3, 'time_after_payment': 0.5611563082412241, 'is_name_present': 1}, {'deposit_amount': 4977.0, 'user_pk': 4, 'time_after_payment': 0.13623556638798281, 'is_name_present': 1}, {'deposit_amount': 4977.0, 'user_pk': 5, 'time_after_payment': 0.020277648457278283, 'is_name_present': 1}, {'deposit_amount': 4977.0, 'user_pk': 6, 'time_after_payment': 0.026894497325195613, 'is_name_present': 1}, {'deposit_amount': 4977.0, 'user_pk': 7, 'time_after_payment': 0.3347428690364093, 'is_name_present': 1}, {'deposit_amount': 4977.0, 'user_pk': 8, 'time_after_payment': 0.062261964389448726, 'is_name_present': 1}, {'deposit_amount': 3680.0, 'user_pk': 9, 'time_after_payment': 0.34142886436571573, 'is_name_present': 1}]",1
46000,7,"[{'deposit_amount': 6500.0, 'user_pk': 1, 'time_after_payment': 0.14624295673782722, 'is_name_present': 1}, {'deposit_amount': 6500.0, 'user_pk': 2, 'time_after_payment': 0.2905001191203421, 'is_name_present': 1}, {'deposit_amount': 6500.0, 'user_pk': 3, 'time_after_payment': 0.3695133446886502, 'is_name_present': 1}, {'deposit_amount': 6500.0, 'user_pk': 4, 'time_after_payment': 0.20086509074204237, 'is_name_present': 1}, {'deposit_amount': 6500.0, 'user_pk': 5, 'time_after_payment': 0.039506412951430946, 'is_name_present': 1}, {'deposit_amount': 6500.0, 'user_pk': 6, 'time_after_payment': 0.10094241793291622, 'is_name_present': 1}, {'deposit_amount': 6500.0, 'user_pk': 7, 'time_after_payment': 0.16839584914843186, 'is_name_present': 1}]",1
48018,2,"[{'deposit_amount': 24000.0, 'user_pk': 1, 'time_after_payment': 0.31669562729646605, 'is_name_present': 1}, {'deposit_amount': 24000.0, 'user_pk': 2, 'time_after_payment': 0.1810693844459416, 'is_name_present': 1}]",1
50700,2,"[{'deposit_amount': 25350.0, 'user_pk': 1, 'time_after_payment': 0.178979993899277, 'is_name_present': 1}, {'deposit_amount': 25350.0, 'user_pk': 2, 'time_after_payment': 0.08895747102877571, 'is_name_present': 1}]",1
51800,10,"[{'deposit_amount': 5180.0, 'user_pk': 1, 'time_after_payment': 0.003443938472421244, 'is_name_present': 1}, {'deposit_amount': 7587.0, 'user_pk': 2, 'time_after_payment': 0.26331927708578756, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 3, 'time_after_payment': 0.39503301783448874, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 4, 'time_after_payment': 0.09737407857488034, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 5, 'time_after_payment': 0.3774652869780329, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 6, 'time_after_payment': 0.02874668325636982, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 7, 'time_after_payment': 0.19674303134219734, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 8, 'time_after_payment': 0.4092626858669907, 'is_name_present': 1}, {'deposit_amount': 5180.0, 'user_pk': 9, 'time_after_payment': 0.5817409547863822, 'is_name_present': 1}, {'deposit_amount': 2773.0, 'user_pk': 10, 'time_after_payment': 0.4037483751853609, 'is_name_present': 1}]",1
