total_dutchpay_amount,participants_count,participants_data,label
38400,4,"[{'user_dutch_chance': 0.4868763056636012, 'deposit_amount': 15500, 'time_after_payment': 956, 'is_name_present': 1}, {'user_dutch_chance': 0.7339527964126856, 'deposit_amount': 8700, 'time_after_payment': 1641, 'is_name_present': 1}, {'user_dutch_chance': 0.5189025233547381, 'deposit_amount': 10200, 'time_after_payment': 780, 'is_name_present': 0}, {'user_dutch_chance': 0.48752934499755224, 'deposit_amount': 4000, 'time_after_payment': 647, 'is_name_present': 0}]",0
168480,8,"[{'user_dutch_chance': 0.6170702502623076, 'deposit_amount': 8460, 'time_after_payment': 247, 'is_name_present': 1}, {'user_dutch_chance': 0.8451195592941549, 'deposit_amount': 27185, 'time_after_payment': 596, 'is_name_present': 0}, {'user_dutch_chance': 0.6146549652133897, 'deposit_amount': 34860, 'time_after_payment': 1723, 'is_name_present': 1}, {'user_dutch_chance': 0.4980558174206882, 'deposit_amount': 5636, 'time_after_payment': 1249, 'is_name_present': 0}, {'user_dutch_chance': 0.5767163249772278, 'deposit_amount': 17460, 'time_after_payment': 2238, 'is_name_present': 0}, {'user_dutch_chance': 0.5527202160430865, 'deposit_amount': 22460, 'time_after_payment': 732, 'is_name_present': 1}, {'user_dutch_chance': 0.6685256010022037, 'deposit_amount': 42159, 'time_after_payment': 1718, 'is_name_present': 0}, {'user_dutch_chance': 0.29339784403349844, 'deposit_amount': 10260, 'time_after_payment': 1337, 'is_name_present': 0}]",0
338800,14,"[{'user_dutch_chance': 0.5188602786019809, 'deposit_amount': 29131, 'time_after_payment': 3644, 'is_name_present': 0}, {'user_dutch_chance': 0.5440554017927396, 'deposit_amount': 16435, 'time_after_payment': 1769, 'is_name_present': 0}, {'user_dutch_chance': 0.4641374862215294, 'deposit_amount': 25869, 'time_after_payment': 1226, 'is_name_present': 1}, {'user_dutch_chance': 0.6840149516067453, 'deposit_amount': 33965, 'time_after_payment': 1908, 'is_name_present': 1}, {'user_dutch_chance': 0.5714840233657407, 'deposit_amount': 81202, 'time_after_payment': 691, 'is_name_present': 1}, {'user_dutch_chance': 0.36881882001011235, 'deposit_amount': 2398, 'time_after_payment': 828, 'is_name_present': 1}, {'user_dutch_chance': 0.7861230426826489, 'deposit_amount': 7500, 'time_after_payment': 4346, 'is_name_present': 0}, {'user_dutch_chance': 0.6381136306510488, 'deposit_amount': 39100, 'time_after_payment': 1847, 'is_name_present': 1}, {'user_dutch_chance': 0.5678912173508441, 'deposit_amount': 21300, 'time_after_payment': 2653, 'is_name_present': 0}, {'user_dutch_chance': 0.7004184100934202, 'deposit_amount': 20100, 'time_after_payment': 1267, 'is_name_present': 1}, {'user_dutch_chance': 0.7459380433862602, 'deposit_amount': 10200, 'time_after_payment': 44, 'is_name_present': 0}, {'user_dutch_chance': 0.6654124726076254, 'deposit_amount': 4800, 'time_after_payment': 1019, 'is_name_present': 0}, {'user_dutch_chance': 0.6757380848011846, 'deposit_amount': 23800, 'time_after_payment': 2611, 'is_name_present': 1}, {'user_dutch_chance': 0.8485603578604408, 'deposit_amount': 23000, 'time_after_payment': 1608, 'is_name_present': 0}]",0
89336,13,"[{'user_dutch_chance': 0.6583701570777493, 'deposit_amount': 6872, 'time_after_payment': 1670, 'is_name_present': 1}, {'user_dutch_chance': 0.7902537804427257, 'deposit_amount': 5472, 'time_after_payment': 509, 'is_name_present': 0}, {'user_dutch_chance': 0.47743956484035105, 'deposit_amount': 6872, 'time_after_payment': 2695, 'is_name_present': 0}, {'user_dutch_chance': 0.4875970618157559, 'deposit_amount': 6872, 'time_after_payment': 796, 'is_name_present': 1}, {'user_dutch_chance': 0.436213374541542, 'deposit_amount': 24840, 'time_after_payment': 1409, 'is_name_present': 0}, {'user_dutch_chance': 0.6135246530938068, 'deposit_amount': 2170, 'time_after_payment': 410, 'is_name_present': 1}, {'user_dutch_chance': 0.5526749212005142, 'deposit_amount': 5495, 'time_after_payment': 1386, 'is_name_present': 1}, {'user_dutch_chance': 0.532980166062337, 'deposit_amount': 6647, 'time_after_payment': 4991, 'is_name_present': 0}, {'user_dutch_chance': 0.6644286923333499, 'deposit_amount': 2872, 'time_after_payment': 641, 'is_name_present': 0}, {'user_dutch_chance': 0.6637441544518656, 'deposit_amount': 1229, 'time_after_payment': 2489, 'is_name_present': 1}, {'user_dutch_chance': 0.3636363579835606, 'deposit_amount': 5574, 'time_after_payment': 1793, 'is_name_present': 1}, {'user_dutch_chance': 0.46007160055065444, 'deposit_amount': 6772, 'time_after_payment': 3367, 'is_name_present': 1}, {'user_dutch_chance': 0.6542485188813698, 'deposit_amount': 7649, 'time_after_payment': 512, 'is_name_present': 1}]",0
108400,4,"[{'user_dutch_chance': 0.43409193709345634, 'deposit_amount': 10872, 'time_after_payment': 1808, 'is_name_present': 1}, {'user_dutch_chance': 0.45016521507553664, 'deposit_amount': 23500, 'time_after_payment': 2062, 'is_name_present': 1}, {'user_dutch_chance': 0.69597983266509, 'deposit_amount': 43328, 'time_after_payment': 6408, 'is_name_present': 0}, {'user_dutch_chance': 0.6683406508036989, 'deposit_amount': 30700, 'time_after_payment': 679, 'is_name_present': 1}]",0
79100,7,"[{'user_dutch_chance': 0.6499315691539973, 'deposit_amount': 2975, 'time_after_payment': 462, 'is_name_present': 1}, {'user_dutch_chance': 0.6999727759676886, 'deposit_amount': 4100, 'time_after_payment': 299, 'is_name_present': 1}, {'user_dutch_chance': 0.4866651320410556, 'deposit_amount': 13412, 'time_after_payment': 4832, 'is_name_present': 0}, {'user_dutch_chance': 0.7360626211895197, 'deposit_amount': 17188, 'time_after_payment': 2131, 'is_name_present': 1}, {'user_dutch_chance': 0.575790366645032, 'deposit_amount': 2484, 'time_after_payment': 169, 'is_name_present': 1}, {'user_dutch_chance': 0.875806227617579, 'deposit_amount': 35641, 'time_after_payment': 93, 'is_name_present': 0}, {'user_dutch_chance': 0.6782635129914026, 'deposit_amount': 3300, 'time_after_payment': 1857, 'is_name_present': 0}]",0
219000,3,"[{'user_dutch_chance': 0.5731840276191905, 'deposit_amount': 125600, 'time_after_payment': 1411, 'is_name_present': 0}, {'user_dutch_chance': 0.5398879754982047, 'deposit_amount': 73000, 'time_after_payment': 645, 'is_name_present': 1}, {'user_dutch_chance': 0.72035745118227, 'deposit_amount': 20400, 'time_after_payment': 438, 'is_name_present': 0}]",0
169581,3,"[{'user_dutch_chance': 0.5766134023948569, 'deposit_amount': 42927, 'time_after_payment': 2537, 'is_name_present': 1}, {'user_dutch_chance': 0.6585915059005016, 'deposit_amount': 20527, 'time_after_payment': 241, 'is_name_present': 0}, {'user_dutch_chance': 0.7299759383594329, 'deposit_amount': 106127, 'time_after_payment': 2370, 'is_name_present': 1}]",0
869440,20,"[{'user_dutch_chance': 0.5824545968146748, 'deposit_amount': 16811, 'time_after_payment': 262, 'is_name_present': 0}, {'user_dutch_chance': 0.7933744955659212, 'deposit_amount': 47972, 'time_after_payment': 781, 'is_name_present': 0}, {'user_dutch_chance': 0.4997731513748956, 'deposit_amount': 74966, 'time_after_payment': 4145, 'is_name_present': 0}, {'user_dutch_chance': 0.645197057178597, 'deposit_amount': 44972, 'time_after_payment': 188, 'is_name_present': 1}, {'user_dutch_chance': 0.8642174080981795, 'deposit_amount': 19472, 'time_after_payment': 302, 'is_name_present': 1}, {'user_dutch_chance': 0.5552319552082726, 'deposit_amount': 106233, 'time_after_payment': 4032, 'is_name_present': 1}, {'user_dutch_chance': 0.5780775793115043, 'deposit_amount': 76272, 'time_after_payment': 31, 'is_name_present': 0}, {'user_dutch_chance': 0.6372603355749029, 'deposit_amount': 13472, 'time_after_payment': 1771, 'is_name_present': 0}, {'user_dutch_chance': 0.8364150349449344, 'deposit_amount': 4325, 'time_after_payment': 299, 'is_name_present': 1}, {'user_dutch_chance': 0.680404009016284, 'deposit_amount': 53972, 'time_after_payment': 1380, 'is_name_present': 1}, {'user_dutch_chance': 0.7222997756415943, 'deposit_amount': 37472, 'time_after_payment': 465, 'is_name_present': 0}, {'user_dutch_chance': 0.44313121207477457, 'deposit_amount': 57772, 'time_after_payment': 647, 'is_name_present': 0}, {'user_dutch_chance': 0.603924538198632, 'deposit_amount': 72019, 'time_after_payment': 2145, 'is_name_present': 0}, {'user_dutch_chance': 0.6369303277939378, 'deposit_amount': 19378, 'time_after_payment': 1324, 'is_name_present': 0}, {'user_dutch_chance': 0.7793440888587466, 'deposit_amount': 33372, 'time_after_payment': 114, 'is_name_present': 1}, {'user_dutch_chance': 0.5139260106265146, 'deposit_amount': 48972, 'time_after_payment': 3935, 'is_name_present': 0}, {'user_dutch_chance': 0.39619699574711736, 'deposit_amount': 37272, 'time_after_payment': 2618, 'is_name_present': 0}, {'user_dutch_chance': 0.7418906279559652, 'deposit_amount': 17472, 'time_after_payment': 361, 'is_name_present': 0}, {'user_dutch_chance': 0.8028094993491277, 'deposit_amount': 53772, 'time_after_payment': 1233, 'is_name_present': 1}, {'user_dutch_chance': 0.619128071183451, 'deposit_amount': 33472, 'time_after_payment': 1000, 'is_name_present': 0}]",0
300426,23,"[{'user_dutch_chance': 0.8195904148359351, 'deposit_amount': 3062, 'time_after_payment': 2002, 'is_name_present': 0}, {'user_dutch_chance': 0.5763453758494964, 'deposit_amount': 5062, 'time_after_payment': 633, 'is_name_present': 1}, {'user_dutch_chance': 0.8350492556906723, 'deposit_amount': 14402, 'time_after_payment': 331, 'is_name_present': 1}, {'user_dutch_chance': 0.3991918823421483, 'deposit_amount': 24072, 'time_after_payment': 649, 'is_name_present': 1}, {'user_dutch_chance': 0.6398785741678709, 'deposit_amount': 6462, 'time_after_payment': 116, 'is_name_present': 0}, {'user_dutch_chance': 0.7152423696325532, 'deposit_amount': 4662, 'time_after_payment': 405, 'is_name_present': 0}, {'user_dutch_chance': 0.5859199688931462, 'deposit_amount': 30892, 'time_after_payment': 729, 'is_name_present': 0}, {'user_dutch_chance': 0.4393155452267368, 'deposit_amount': 5353, 'time_after_payment': 663, 'is_name_present': 1}, {'user_dutch_chance': 0.4773197515091339, 'deposit_amount': 12407, 'time_after_payment': 1263, 'is_name_present': 0}, {'user_dutch_chance': 0.5748888136247089, 'deposit_amount': 4117, 'time_after_payment': 895, 'is_name_present': 1}, {'user_dutch_chance': 0.4771402364598725, 'deposit_amount': 12614, 'time_after_payment': 3599, 'is_name_present': 0}, {'user_dutch_chance': 0.6072899761835922, 'deposit_amount': 16132, 'time_after_payment': 2605, 'is_name_present': 0}, {'user_dutch_chance': 0.6451327776416176, 'deposit_amount': 21736, 'time_after_payment': 7142, 'is_name_present': 0}, {'user_dutch_chance': 0.7095532142617526, 'deposit_amount': 13101, 'time_after_payment': 1917, 'is_name_present': 1}, {'user_dutch_chance': 0.5446150738217829, 'deposit_amount': 2262, 'time_after_payment': 2515, 'is_name_present': 1}, {'user_dutch_chance': 0.6791021746898641, 'deposit_amount': 10600, 'time_after_payment': 3435, 'is_name_present': 1}, {'user_dutch_chance': 0.4691177539396205, 'deposit_amount': 36624, 'time_after_payment': 196, 'is_name_present': 0}, {'user_dutch_chance': 0.6346580225922661, 'deposit_amount': 22952, 'time_after_payment': 4082, 'is_name_present': 0}, {'user_dutch_chance': 0.48567967811033586, 'deposit_amount': 12462, 'time_after_payment': 123, 'is_name_present': 1}, {'user_dutch_chance': 0.4601295866294636, 'deposit_amount': 9858, 'time_after_payment': 946, 'is_name_present': 0}, {'user_dutch_chance': 0.6259660789571511, 'deposit_amount': 9962, 'time_after_payment': 6869, 'is_name_present': 1}, {'user_dutch_chance': 0.633022406759181, 'deposit_amount': 4362, 'time_after_payment': 1379, 'is_name_present': 1}, {'user_dutch_chance': 0.6240433275179728, 'deposit_amount': 17270, 'time_after_payment': 455, 'is_name_present': 1}]",0
93600,13,"[{'user_dutch_chance': 0.7032101712589257, 'deposit_amount': 1400, 'time_after_payment': 2653, 'is_name_present': 1}, {'user_dutch_chance': 0.45953641191744937, 'deposit_amount': 2811, 'time_after_payment': 1360, 'is_name_present': 0}, {'user_dutch_chance': 0.5468704334829116, 'deposit_amount': 800, 'time_after_payment': 3846, 'is_name_present': 0}, {'user_dutch_chance': 0.497932129927197, 'deposit_amount': 11635, 'time_after_payment': 1569, 'is_name_present': 1}, {'user_dutch_chance': 0.42660581446068935, 'deposit_amount': 19514, 'time_after_payment': 4354, 'is_name_present': 1}, {'user_dutch_chance': 0.7892549903387919, 'deposit_amount': 1400, 'time_after_payment': 4366, 'is_name_present': 1}, {'user_dutch_chance': 0.4545450306234974, 'deposit_amount': 18800, 'time_after_payment': 2640, 'is_name_present': 1}, {'user_dutch_chance': 0.7152952692873908, 'deposit_amount': 9900, 'time_after_payment': 3637, 'is_name_present': 0}, {'user_dutch_chance': 0.47933848635107434, 'deposit_amount': 7200, 'time_after_payment': 1417, 'is_name_present': 1}, {'user_dutch_chance': 0.6808510896897705, 'deposit_amount': 7716, 'time_after_payment': 3083, 'is_name_present': 1}, {'user_dutch_chance': 0.4923278777895285, 'deposit_amount': 2900, 'time_after_payment': 4040, 'is_name_present': 1}, {'user_dutch_chance': 0.6419076487180949, 'deposit_amount': 4784, 'time_after_payment': 296, 'is_name_present': 0}, {'user_dutch_chance': 0.4646962383494568, 'deposit_amount': 4740, 'time_after_payment': 4074, 'is_name_present': 0}]",0
61000,2,"[{'user_dutch_chance': 0.5560477740541448, 'deposit_amount': 29382, 'time_after_payment': 2753, 'is_name_present': 1}, {'user_dutch_chance': 0.6995943513170233, 'deposit_amount': 31618, 'time_after_payment': 1242, 'is_name_present': 1}]",0
52800,12,"[{'user_dutch_chance': 0.377746127867783, 'deposit_amount': 1700, 'time_after_payment': 1742, 'is_name_present': 1}, {'user_dutch_chance': 0.6377669445372958, 'deposit_amount': 1749, 'time_after_payment': 4372, 'is_name_present': 1}, {'user_dutch_chance': 0.5442908603905151, 'deposit_amount': 4838, 'time_after_payment': 3969, 'is_name_present': 0}, {'user_dutch_chance': 0.6502312858197346, 'deposit_amount': 5584, 'time_after_payment': 677, 'is_name_present': 0}, {'user_dutch_chance': 0.8348775288645859, 'deposit_amount': 7100, 'time_after_payment': 640, 'is_name_present': 0}, {'user_dutch_chance': 0.5140218726175844, 'deposit_amount': 4662, 'time_after_payment': 103, 'is_name_present': 1}, {'user_dutch_chance': 0.7269989785599603, 'deposit_amount': 4723, 'time_after_payment': 1702, 'is_name_present': 0}, {'user_dutch_chance': 0.5823763167567182, 'deposit_amount': 4351, 'time_after_payment': 143, 'is_name_present': 1}, {'user_dutch_chance': 0.3390340483616848, 'deposit_amount': 6316, 'time_after_payment': 2854, 'is_name_present': 0}, {'user_dutch_chance': 0.7432101852778155, 'deposit_amount': 5600, 'time_after_payment': 1035, 'is_name_present': 1}, {'user_dutch_chance': 0.715364155530703, 'deposit_amount': 4400, 'time_after_payment': 1996, 'is_name_present': 0}, {'user_dutch_chance': 0.8484032432316037, 'deposit_amount': 1777, 'time_after_payment': 94, 'is_name_present': 0}]",0
